date,zip_code,model_year,fuel,make,duty,vehicles,fuel_category,is_ev
12/31/2023,94102,<2010,Unk,FORD,Unk,22,Other,0
12/31/2023,94118,2020,Gasoline,OTHER/UNK,Heavy,1,ICE_Gas,0
12/31/2023,94124,2017,Hybrid Gasoline,FORD,Light,55,Hybrid,0
12/31/2023,94121,2014,Plug-in Hybrid,OTHER/UNK,Light,15,Other,0
12/31/2023,94103,2016,Flex-Fuel,FORD,Light,16,Other,0
12/31/2023,94124,2017,Diesel and Diesel Hybrid,FORD,Heavy,50,Other,0
12/31/2023,94129,2012,Flex-Fuel,OTHER/UNK,Heavy,1,Other,0
12/31/2023,94112,2021,Gasoline,OTHER/UNK,Heavy,3,ICE_Gas,0
12/31/2023,94128,2013,Flex-Fuel,FORD,Light,12,Other,0
12/31/2023,94130,2010,Flex-Fuel,OTHER/UNK,Light,1,Other,0
12/31/2023,94117,<2010,Gasoline,OTHER/UNK,Unk,3,ICE_Gas,0
12/31/2023,94112,2011,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,7,Other,0
12/31/2023,94107,2023,Battery Electric,CHEVROLET,Light,33,EV,1
12/31/2023,94117,2011,Plug-in Hybrid,OTHER/UNK,Light,1,Other,0
12/31/2023,94109,2013,Flex-Fuel,OTHER/UNK,Heavy,6,Other,0
12/31/2023,94110,<2010,Gasoline,CHEVROLET,Light,37,ICE_Gas,0
12/31/2023,94124,2023,Hybrid Gasoline,HONDA,Light,30,Hybrid,0
12/31/2023,94123,2015,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,2,Other,0
12/31/2023,94132,2012,Gasoline,NISSAN,Light,18,ICE_Gas,0
12/31/2023,94130,2016,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,1,Other,0
12/31/2023,94134,2011,Gasoline,TOYOTA,Light,153,ICE_Gas,0
12/31/2023,94121,2013,Gasoline,LEXUS,Light,17,ICE_Gas,0
12/31/2023,94116,2024,Hybrid Gasoline,TOYOTA,Light,35,Hybrid,0
12/31/2023,94109,2019,Hybrid Gasoline,TOYOTA,Light,33,Hybrid,0
12/31/2023,94129,2020,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,8,Other,0
12/31/2023,94109,2020,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,4,Other,0
12/31/2023,94109,2020,Diesel and Diesel Hybrid,OTHER/UNK,Light,2,Other,0
12/31/2023,94104,2019,Flex-Fuel,OTHER/UNK,Light,7,Other,0
12/31/2023,94110,2020,Diesel and Diesel Hybrid,OTHER/UNK,Light,11,Other,0
12/31/2023,94108,2011,Flex-Fuel,OTHER/UNK,Light,1,Other,0
12/31/2023,94107,2021,Gasoline,MAZDA,Light,60,ICE_Gas,0
12/31/2023,94112,2010,Gasoline,VOLKSWAGEN,Light,17,ICE_Gas,0
12/31/2023,94116,2017,Gasoline,SUBARU,Light,146,ICE_Gas,0
12/31/2023,94131,2017,Gasoline,SUBARU,Light,92,ICE_Gas,0
12/31/2023,94121,2018,Gasoline,SUBARU,Light,121,ICE_Gas,0
12/31/2023,94117,<2010,Gasoline,SUBARU,Light,11,ICE_Gas,0
12/31/2023,94117,2013,Gasoline,SUBARU,Light,65,ICE_Gas,0
12/31/2023,94114,2024,Gasoline,SUBARU,Light,23,ICE_Gas,0
12/31/2023,94121,2024,Gasoline,SUBARU,Light,30,ICE_Gas,0
12/31/2023,94102,2019,Gasoline,TOYOTA,Light,29,ICE_Gas,0
12/31/2023,94107,2011,Hybrid Gasoline,TOYOTA,Light,23,Hybrid,0
12/31/2023,94127,<2010,Hybrid Gasoline,TOYOTA,Light,120,Hybrid,0
12/31/2023,94107,2014,Hybrid Gasoline,TOYOTA,Light,28,Hybrid,0
12/31/2023,94133,2015,Hybrid Gasoline,TOYOTA,Light,46,Hybrid,0
12/31/2023,94118,2014,Hybrid Gasoline,TOYOTA,Light,88,Hybrid,0
12/31/2023,94124,2014,Hybrid Gasoline,TOYOTA,Light,122,Hybrid,0
12/31/2023,94124,2015,Hybrid Gasoline,TOYOTA,Light,132,Hybrid,0
12/31/2023,94103,2011,Gasoline,WORKHORSE,Heavy,29,ICE_Gas,0
12/31/2023,94124,2015,Diesel and Diesel Hybrid,NEW FLYER,Heavy,111,Other,0
12/31/2023,94134,2022,Hybrid Gasoline,HONDA,Light,32,Hybrid,0
12/31/2023,94118,2012,Gasoline,HYUNDAI,Light,12,ICE_Gas,0
12/31/2023,94102,2023,Hybrid Gasoline,TOYOTA,Light,12,Hybrid,0
12/31/2023,94105,2023,Gasoline,BMW,Light,14,ICE_Gas,0
12/31/2023,94109,2023,Gasoline,BMW,Light,53,ICE_Gas,0
12/31/2023,94118,2019,Gasoline,BMW,Light,23,ICE_Gas,0
12/31/2023,94122,2017,Gasoline,BMW,Light,29,ICE_Gas,0
12/31/2023,94131,2018,Gasoline,BMW,Light,32,ICE_Gas,0
12/31/2023,94109,2014,Gasoline,BMW,Light,62,ICE_Gas,0
12/31/2023,94112,2017,Gasoline,HYUNDAI,Light,43,ICE_Gas,0
12/31/2023,94134,2018,Battery Electric,TESLA,Light,57,EV,1
12/31/2023,94124,2018,Battery Electric,TESLA,Light,40,EV,1
12/31/2023,94109,2018,Battery Electric,TESLA,Light,60,EV,1
12/31/2023,94117,2021,Battery Electric,TESLA,Light,117,EV,1
12/31/2023,94118,2023,Battery Electric,TESLA,Light,234,EV,1
12/31/2023,94103,2021,Battery Electric,TESLA,Light,104,EV,1
12/31/2023,94102,2018,Battery Electric,TESLA,Light,23,EV,1
12/31/2023,94108,2017,Battery Electric,OTHER/UNK,Light,6,EV,1
12/31/2023,94117,2017,Battery Electric,TESLA,Light,11,EV,1
12/31/2023,94107,2015,Battery Electric,TESLA,Light,11,EV,1
12/31/2023,94114,2014,Battery Electric,TESLA,Light,11,EV,1
12/31/2023,94115,2014,Battery Electric,OTHER/UNK,Light,7,EV,1
12/31/2023,94123,2021,Battery Electric,TESLA,Light,116,EV,1
12/31/2023,94133,2021,Battery Electric,TESLA,Light,48,EV,1
12/31/2023,94131,2023,Battery Electric,RIVIAN,Light,19,EV,1
12/31/2023,94118,2023,Battery Electric,RIVIAN,Light,21,EV,1
12/31/2023,94103,2023,Battery Electric,TESLA,Light,195,EV,1
12/31/2023,94102,<2010,Unk,JEEP,Unk,14,Other,0
12/31/2023,94122,2013,Gasoline,SUBARU,Light,93,ICE_Gas,0
12/31/2023,94121,2011,Gasoline,SUBARU,Light,30,ICE_Gas,0
12/31/2023,94127,2017,Gasoline,SUBARU,Light,52,ICE_Gas,0
12/31/2023,94114,2014,Gasoline,SUBARU,Light,45,ICE_Gas,0
12/31/2023,94116,2012,Gasoline,MAZDA,Light,30,ICE_Gas,0
12/31/2023,94103,2020,Gasoline,MAZDA,Light,13,ICE_Gas,0
12/31/2023,94104,2021,Hydrogen Fuel Cell,OTHER/UNK,Light,2,Other,0
12/31/2023,94112,2022,Hydrogen Fuel Cell,OTHER/UNK,Light,10,Other,0
12/31/2023,94132,2016,Hydrogen Fuel Cell,OTHER/UNK,Light,1,Other,0
12/31/2023,94116,2022,Plug-in Hybrid,TOYOTA,Light,29,Other,0
12/31/2023,94107,2016,Hybrid Gasoline,TOYOTA,Light,29,Hybrid,0
12/31/2023,94134,2018,Hybrid Gasoline,TOYOTA,Light,53,Hybrid,0
12/31/2023,94110,2016,Hybrid Gasoline,TOYOTA,Light,79,Hybrid,0
12/31/2023,94102,2013,Plug-in Hybrid,OTHER/UNK,Light,5,Other,0
12/31/2023,94158,2012,Plug-in Hybrid,OTHER/UNK,Light,2,Other,0
12/31/2023,94114,2015,Hybrid Gasoline,LEXUS,Light,15,Hybrid,0
12/31/2023,94112,2016,Hybrid Gasoline,LEXUS,Light,11,Hybrid,0
12/31/2023,94132,2018,Gasoline,LEXUS,Light,14,ICE_Gas,0
12/31/2023,94122,<2010,Hybrid Gasoline,LEXUS,Light,30,Hybrid,0
12/31/2023,94110,2023,Plug-in Hybrid,TOYOTA,Light,13,Other,0
12/31/2023,94102,2016,Battery Electric,OTHER/UNK,Light,6,EV,1
12/31/2023,94122,2022,Battery Electric,HYUNDAI,Light,11,EV,1
12/31/2023,94133,2020,Diesel and Diesel Hybrid,OTHER/UNK,Light,5,Other,0
12/31/2023,94129,2020,Diesel and Diesel Hybrid,OTHER/UNK,Light,1,Other,0
12/31/2023,94130,2021,Diesel and Diesel Hybrid,OTHER/UNK,Light,1,Other,0
12/31/2023,94107,2021,Gasoline,AUDI,Light,25,ICE_Gas,0
12/31/2023,94123,2017,Gasoline,AUDI,Light,40,ICE_Gas,0
12/31/2023,94121,2016,Gasoline,AUDI,Light,35,ICE_Gas,0
12/31/2023,94117,2017,Plug-in Hybrid,AUDI,Light,11,Other,0
12/31/2023,94122,2013,Gasoline,BMW,Light,38,ICE_Gas,0
12/31/2023,94107,2014,Gasoline,BMW,Light,27,ICE_Gas,0
12/31/2023,94121,2011,Gasoline,BMW,Light,27,ICE_Gas,0
12/31/2023,94117,2014,Gasoline,BMW,Light,31,ICE_Gas,0
12/31/2023,94116,2016,Gasoline,BMW,Light,37,ICE_Gas,0
12/31/2023,94105,2016,Battery Electric,OTHER/UNK,Light,7,EV,1
12/31/2023,94117,2015,Plug-in Hybrid,OTHER/UNK,Light,13,Other,0
12/31/2023,94103,2023,Battery Electric,BMW,Light,41,EV,1
12/31/2023,94122,2011,Gasoline,MERCEDES-BENZ,Light,13,ICE_Gas,0
12/31/2023,94118,2012,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,7,Other,0
12/31/2023,94131,<2010,Gasoline,MINI,Light,15,ICE_Gas,0
12/31/2023,94115,2012,Gasoline,MINI,Light,13,ICE_Gas,0
12/31/2023,94122,2012,Gasoline,MINI,Light,20,ICE_Gas,0
12/31/2023,94107,2015,Gasoline,MINI,Light,25,ICE_Gas,0
12/31/2023,94121,2019,Gasoline,MINI,Light,15,ICE_Gas,0
12/31/2023,94118,2016,Gasoline,MINI,Light,17,ICE_Gas,0
12/31/2023,94109,2022,Gasoline,PORSCHE,Light,12,ICE_Gas,0
12/31/2023,94117,2017,Gasoline,PORSCHE,Light,14,ICE_Gas,0
12/31/2023,94109,2017,Gasoline,PORSCHE,Light,18,ICE_Gas,0
12/31/2023,94129,2019,Plug-in Hybrid,OTHER/UNK,Light,7,Other,0
12/31/2023,94124,2018,Hybrid Gasoline,FORD,Light,32,Hybrid,0
12/31/2023,94132,2013,Plug-in Hybrid,OTHER/UNK,Light,10,Other,0
12/31/2023,94112,2017,Plug-in Hybrid,FORD,Light,11,Other,0
12/31/2023,94124,2023,Gasoline,FORD,Heavy,13,ICE_Gas,0
12/31/2023,94127,2016,Flex-Fuel,OTHER/UNK,Heavy,3,Other,0
12/31/2023,94134,2015,Gasoline,OTHER/UNK,Heavy,1,ICE_Gas,0
12/31/2023,94123,2021,Gasoline,FORD,Light,30,ICE_Gas,0
12/31/2023,94107,2022,Gasoline,FORD,Light,21,ICE_Gas,0
12/31/2023,94104,2017,Flex-Fuel,OTHER/UNK,Light,2,Other,0
12/31/2023,94134,<2010,Gasoline,FORD,Light,40,ICE_Gas,0
12/31/2023,94108,2012,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,1,Other,0
12/31/2023,94110,2012,Flex-Fuel,OTHER/UNK,Heavy,1,Other,0
12/31/2023,94122,2017,Flex-Fuel,OTHER/UNK,Heavy,1,Other,0
12/31/2023,94109,<2010,Natural Gas,OTHER/UNK,Light,1,ICE_NG,0
12/31/2023,94129,2010,Diesel and Diesel Hybrid,MOTOR COACH INDUSTRIES,Heavy,23,Other,0
12/31/2023,94112,2013,Battery Electric,NISSAN,Light,11,EV,1
12/31/2023,94110,2023,Battery Electric,VOLKSWAGEN,Light,25,EV,1
12/31/2023,94122,2023,Hybrid Gasoline,HONDA,Light,29,Hybrid,0
12/31/2023,94121,2023,Hybrid Gasoline,HONDA,Light,17,Hybrid,0
12/31/2023,94116,2015,Gasoline,LEXUS,Light,72,ICE_Gas,0
12/31/2023,94112,2014,Gasoline,LEXUS,Light,66,ICE_Gas,0
12/31/2023,94123,2019,Hybrid Gasoline,TOYOTA,Light,11,Hybrid,0
12/31/2023,94114,2013,Gasoline,FIAT,Light,16,ICE_Gas,0
12/31/2023,94131,2019,Hybrid Gasoline,FORD,Light,12,Hybrid,0
12/31/2023,94116,2014,Gasoline,VOLKSWAGEN,Light,18,ICE_Gas,0
12/31/2023,94127,2013,Gasoline,VOLKSWAGEN,Light,17,ICE_Gas,0
12/31/2023,94107,2019,Gasoline,VOLKSWAGEN,Light,33,ICE_Gas,0
12/31/2023,94112,2010,Hybrid Gasoline,TOYOTA,Light,134,Hybrid,0
12/31/2023,94118,2010,Hybrid Gasoline,TOYOTA,Light,69,Hybrid,0
12/31/2023,94121,2013,Hybrid Gasoline,TOYOTA,Light,109,Hybrid,0
12/31/2023,94121,2014,Hybrid Gasoline,TOYOTA,Light,123,Hybrid,0
12/31/2023,94109,2012,Gasoline,TOYOTA,Light,11,ICE_Gas,0
12/31/2023,94110,2015,Gasoline,OTHER/UNK,Heavy,1,ICE_Gas,0
12/31/2023,94124,2014,Gasoline,ACURA,Light,11,ICE_Gas,0
12/31/2023,94115,2017,Gasoline,HYUNDAI,Light,15,ICE_Gas,0
12/31/2023,94116,2014,Gasoline,HYUNDAI,Light,18,ICE_Gas,0
12/31/2023,94118,2014,Gasoline,HYUNDAI,Light,12,ICE_Gas,0
12/31/2023,94122,2010,Gasoline,HYUNDAI,Light,11,ICE_Gas,0
12/31/2023,94105,2018,Battery Electric,TESLA,Light,37,EV,1
12/31/2023,94114,2019,Battery Electric,TESLA,Light,53,EV,1
12/31/2023,94103,2013,Battery Electric,OTHER/UNK,Light,5,EV,1
12/31/2023,94104,2013,Battery Electric,OTHER/UNK,Light,2,EV,1
12/31/2023,94158,2014,Battery Electric,OTHER/UNK,Light,1,EV,1
12/31/2023,94108,2017,Unk,OTHER/UNK,Unk,1,Other,0
12/31/2023,94123,2013,Gasoline,SUBARU,Light,23,ICE_Gas,0
12/31/2023,94158,2010,Hybrid Gasoline,OTHER/UNK,Light,11,Hybrid,0
12/31/2023,94105,2017,Hydrogen Fuel Cell,OTHER/UNK,Light,1,Other,0
12/31/2023,94122,2012,Gasoline,MAZDA,Light,24,ICE_Gas,0
12/31/2023,94112,2023,Hydrogen Fuel Cell,OTHER/UNK,Light,4,Other,0
12/31/2023,94124,2017,Plug-in Hybrid,TOYOTA,Light,48,Other,0
12/31/2023,94123,2017,Hybrid Gasoline,TOYOTA,Light,14,Hybrid,0
12/31/2023,94122,2012,Plug-in Hybrid,TOYOTA,Light,13,Other,0
12/31/2023,94133,2012,Plug-in Hybrid,OTHER/UNK,Light,5,Other,0
12/31/2023,94134,2010,Hybrid Gasoline,TOYOTA,Light,72,Hybrid,0
12/31/2023,94123,2010,Hybrid Gasoline,TOYOTA,Light,18,Hybrid,0
12/31/2023,94128,2012,Hybrid Gasoline,OTHER/UNK,Light,2,Hybrid,0
12/31/2023,94115,2015,Hybrid Gasoline,TOYOTA,Light,69,Hybrid,0
12/31/2023,94115,<2010,Gasoline,LEXUS,Light,11,ICE_Gas,0
12/31/2023,94121,2015,Hybrid Gasoline,LEXUS,Light,16,Hybrid,0
12/31/2023,94122,2020,Hybrid Gasoline,LEXUS,Light,18,Hybrid,0
12/31/2023,94109,2015,Battery Electric,OTHER/UNK,Light,10,EV,1
12/31/2023,94123,2023,Gasoline,LAND ROVER,Light,16,ICE_Gas,0
12/31/2023,94118,2020,Gasoline,MERCEDES-BENZ,Light,23,ICE_Gas,0
12/31/2023,94121,2019,Diesel and Diesel Hybrid,OTHER/UNK,Light,6,Other,0
12/31/2023,94116,2024,Diesel and Diesel Hybrid,OTHER/UNK,Light,1,Other,0
12/31/2023,94122,2021,Gasoline,AUDI,Light,17,ICE_Gas,0
12/31/2023,94116,2012,Gasoline,AUDI,Light,11,ICE_Gas,0
12/31/2023,94112,2019,Gasoline,BMW,Light,40,ICE_Gas,0
12/31/2023,94128,2018,Plug-in Hybrid,OTHER/UNK,Light,1,Other,0
12/31/2023,94118,2011,Gasoline,BMW,Light,37,ICE_Gas,0
12/31/2023,94132,<2010,Gasoline,MERCEDES-BENZ,Light,16,ICE_Gas,0
12/31/2023,94112,2013,Gasoline,MERCEDES-BENZ,Light,18,ICE_Gas,0
12/31/2023,94116,2011,Gasoline,MERCEDES-BENZ,Light,15,ICE_Gas,0
12/31/2023,94115,2023,Gasoline,MINI,Light,11,ICE_Gas,0
12/31/2023,94133,2010,Gasoline,MINI,Light,12,ICE_Gas,0
12/31/2023,94112,2010,Gasoline,MINI,Light,13,ICE_Gas,0
12/31/2023,94122,<2010,Gasoline,MINI,Light,26,ICE_Gas,0
12/31/2023,94117,2019,Gasoline,MINI,Light,30,ICE_Gas,0
12/31/2023,94123,2016,Gasoline,MINI,Light,14,ICE_Gas,0
12/31/2023,94107,2022,Gasoline,PORSCHE,Light,12,ICE_Gas,0
12/31/2023,94109,2023,Gasoline,PORSCHE,Light,17,ICE_Gas,0
12/31/2023,94105,2019,Gasoline,PORSCHE,Light,12,ICE_Gas,0
12/31/2023,94112,2022,Battery Electric,VOLKSWAGEN,Light,11,EV,1
12/31/2023,94110,2021,Gasoline,VOLVO,Light,22,ICE_Gas,0
12/31/2023,94114,2016,Gasoline,JEEP,Light,11,ICE_Gas,0
12/31/2023,94112,2021,Gasoline,JEEP,Light,19,ICE_Gas,0
12/31/2023,94122,2021,Gasoline,JEEP,Light,11,ICE_Gas,0
12/31/2023,94115,2020,Gasoline,JEEP,Light,25,ICE_Gas,0
12/31/2023,94134,<2010,Natural Gas,OTHER/UNK,Heavy,4,ICE_NG,0
12/31/2023,94105,2013,Plug-in Hybrid,OTHER/UNK,Light,2,Other,0
12/31/2023,94102,2015,Plug-in Hybrid,OTHER/UNK,Light,2,Other,0
12/31/2023,94124,<2010,Diesel and Diesel Hybrid,FORD,Heavy,41,Other,0
12/31/2023,94109,2019,Flex-Fuel,OTHER/UNK,Heavy,7,Other,0
12/31/2023,94104,2017,Gasoline,OTHER/UNK,Heavy,2,ICE_Gas,0
12/31/2023,94131,2014,Gasoline,OTHER/UNK,Heavy,1,ICE_Gas,0
12/31/2023,94123,2023,Gasoline,FORD,Light,20,ICE_Gas,0
12/31/2023,94116,2018,Gasoline,FORD,Light,38,ICE_Gas,0
12/31/2023,94105,2019,Diesel and Diesel Hybrid,FREIGHTLINER,Heavy,19,Other,0
12/31/2023,94124,2019,Diesel and Diesel Hybrid,FREIGHTLINER,Heavy,20,Other,0
12/31/2023,94114,2023,Battery Electric,CHEVROLET,Light,29,EV,1
12/31/2023,94124,2023,Battery Electric,CHEVROLET,Light,30,EV,1
12/31/2023,94132,2011,Plug-in Hybrid,OTHER/UNK,Light,1,Other,0
12/31/2023,94109,2012,Diesel and Diesel Hybrid,OTHER/UNK,Light,8,Other,0
12/31/2023,94132,2012,Gasoline,OTHER/UNK,Heavy,1,ICE_Gas,0
12/31/2023,94112,2023,Battery Electric,VOLKSWAGEN,Light,20,EV,1
12/31/2023,94131,2014,Gasoline,FORD,Light,12,ICE_Gas,0
12/31/2023,94124,2018,Flex-Fuel,DODGE,Light,11,Other,0
12/31/2023,94118,2023,Hybrid Gasoline,HONDA,Light,16,Hybrid,0
12/31/2023,94134,2021,Hybrid Gasoline,LEXUS,Light,31,Hybrid,0
12/31/2023,94123,2023,Gasoline,TOYOTA,Light,12,ICE_Gas,0
12/31/2023,94131,2013,Gasoline,FIAT,Light,21,ICE_Gas,0
12/31/2023,94104,2022,Gasoline,JEEP,Light,45,ICE_Gas,0
12/31/2023,94115,2017,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,1,Other,0
12/31/2023,94103,2011,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,2,Other,0
12/31/2023,94118,2022,Gasoline,VOLKSWAGEN,Light,17,ICE_Gas,0
12/31/2023,94158,2017,Battery Electric,OTHER/UNK,Heavy,1,EV,1
12/31/2023,94115,2011,Gasoline,SUBARU,Light,11,ICE_Gas,0
12/31/2023,94107,2013,Gasoline,SUBARU,Light,11,ICE_Gas,0
12/31/2023,94134,2024,Gasoline,SUBARU,Light,16,ICE_Gas,0
12/31/2023,94109,2010,Hybrid Gasoline,TOYOTA,Light,48,Hybrid,0
12/31/2023,94107,2013,Hybrid Gasoline,TOYOTA,Light,47,Hybrid,0
12/31/2023,94108,2015,Hybrid Gasoline,TOYOTA,Light,13,Hybrid,0
12/31/2023,94102,2024,Gasoline,OTHER/UNK,Heavy,1,ICE_Gas,0
12/31/2023,94103,2018,Gasoline,MERCEDES-BENZ,Light,13,ICE_Gas,0
12/31/2023,94116,2017,Gasoline,ACURA,Light,26,ICE_Gas,0
12/31/2023,94127,2016,Gasoline,ACURA,Light,11,ICE_Gas,0
12/31/2023,94112,2024,Hybrid Gasoline,HONDA,Light,18,Hybrid,0
12/31/2023,94132,2022,Hybrid Gasoline,HONDA,Light,11,Hybrid,0
12/31/2023,94118,2018,Gasoline,HYUNDAI,Light,13,ICE_Gas,0
12/31/2023,94127,2022,Gasoline,BMW,Light,19,ICE_Gas,0
12/31/2023,94124,2019,Gasoline,BMW,Light,18,ICE_Gas,0
12/31/2023,94116,2019,Gasoline,BMW,Light,17,ICE_Gas,0
12/31/2023,94133,2016,Gasoline,BMW,Light,16,ICE_Gas,0
12/31/2023,94116,2013,Gasoline,BMW,Light,39,ICE_Gas,0
12/31/2023,94112,2019,Battery Electric,TESLA,Light,61,EV,1
12/31/2023,94134,2019,Battery Electric,TESLA,Light,26,EV,1
12/31/2023,94109,2017,Battery Electric,TESLA,Light,12,EV,1
12/31/2023,94110,2021,Hybrid Gasoline,HONDA,Light,20,Hybrid,0
12/31/2023,94103,2023,Unk,OTHER/UNK,Unk,2,Other,0
12/31/2023,94118,2015,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,3,Other,0
12/31/2023,94116,2010,Gasoline,MAZDA,Light,18,ICE_Gas,0
12/31/2023,94115,2021,Hydrogen Fuel Cell,OTHER/UNK,Light,4,Other,0
12/31/2023,94121,2016,Hydrogen Fuel Cell,OTHER/UNK,Light,2,Other,0
12/31/2023,94102,2017,Hydrogen Fuel Cell,OTHER/UNK,Light,1,Other,0
12/31/2023,94109,2016,Hybrid Gasoline,TOYOTA,Light,32,Hybrid,0
12/31/2023,94115,2012,Plug-in Hybrid,OTHER/UNK,Light,9,Other,0
12/31/2023,94124,2012,Gasoline,SCION,Light,11,ICE_Gas,0
12/31/2023,94112,2023,Gasoline,MERCEDES-BENZ,Light,11,ICE_Gas,0
12/31/2023,94115,2023,Gasoline,AUDI,Light,44,ICE_Gas,0
12/31/2023,94110,2020,Gasoline,AUDI,Light,23,ICE_Gas,0
12/31/2023,94109,2012,Gasoline,AUDI,Light,13,ICE_Gas,0
12/31/2023,94107,2012,Gasoline,BMW,Light,11,ICE_Gas,0
12/31/2023,94123,2011,Gasoline,BMW,Light,33,ICE_Gas,0
12/31/2023,94117,2013,Gasoline,BMW,Light,27,ICE_Gas,0
12/31/2023,94132,2012,Gasoline,MERCEDES-BENZ,Light,12,ICE_Gas,0
12/31/2023,94108,2012,Diesel and Diesel Hybrid,OTHER/UNK,Light,1,Other,0
12/31/2023,94109,<2010,Gasoline,MINI,Light,13,ICE_Gas,0
12/31/2023,94107,2017,Gasoline,MINI,Light,11,ICE_Gas,0
12/31/2023,94117,2018,Gasoline,MINI,Light,14,ICE_Gas,0
12/31/2023,94123,<2010,Gasoline,PORSCHE,Light,24,ICE_Gas,0
12/31/2023,94121,2018,Gasoline,PORSCHE,Light,14,ICE_Gas,0
12/31/2023,94105,2020,Gasoline,PORSCHE,Light,15,ICE_Gas,0
12/31/2023,94114,2021,Gasoline,PORSCHE,Light,14,ICE_Gas,0
12/31/2023,94122,2018,Gasoline,PORSCHE,Light,11,ICE_Gas,0
12/31/2023,94105,2021,Gasoline,PORSCHE,Light,11,ICE_Gas,0
12/31/2023,94121,2021,Gasoline,PORSCHE,Light,12,ICE_Gas,0
12/31/2023,94116,2019,Battery Electric,VOLKSWAGEN,Light,11,EV,1
12/31/2023,94107,2012,Natural Gas,OTHER/UNK,Light,1,ICE_NG,0
12/31/2023,94118,2020,Gasoline,HONDA,Light,32,ICE_Gas,0
12/31/2023,94124,2020,Gasoline,JEEP,Light,11,ICE_Gas,0
12/31/2023,94124,2014,Flex-Fuel,OTHER/UNK,Heavy,6,Other,0
12/31/2023,94109,2017,Gasoline,FORD,Heavy,11,ICE_Gas,0
12/31/2023,94105,2012,Gasoline,OTHER/UNK,Heavy,2,ICE_Gas,0
12/31/2023,94118,2014,Flex-Fuel,OTHER/UNK,Heavy,1,Other,0
12/31/2023,94103,2014,Flex-Fuel,OTHER/UNK,Heavy,1,Other,0
12/31/2023,94130,2012,Flex-Fuel,OTHER/UNK,Heavy,1,Other,0
12/31/2023,94122,2018,Gasoline,OTHER/UNK,Heavy,3,ICE_Gas,0
12/31/2023,94116,2010,Gasoline,OTHER/UNK,Heavy,1,ICE_Gas,0
12/31/2023,94110,2017,Battery Electric,CHEVROLET,Light,15,EV,1
12/31/2023,94114,2021,Battery Electric,CHEVROLET,Light,12,EV,1
12/31/2023,94114,2022,Battery Electric,CHEVROLET,Light,16,EV,1
12/31/2023,94124,2011,Plug-in Hybrid,OTHER/UNK,Light,1,Other,0
12/31/2023,94102,<2010,Unk,CHEVROLET,Unk,11,Other,0
12/31/2023,94124,2016,Diesel and Diesel Hybrid,KENWORTH,Heavy,11,Other,0
12/31/2023,94124,2016,Natural Gas,OTHER/UNK,Heavy,1,ICE_NG,0
12/31/2023,94127,2010,Gasoline,LEXUS,Light,18,ICE_Gas,0
12/31/2023,94118,2010,Gasoline,LEXUS,Light,23,ICE_Gas,0
12/31/2023,94115,2022,Gasoline,TOYOTA,Light,28,ICE_Gas,0
12/31/2023,94116,2024,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,1,Other,0
12/31/2023,94123,2018,Gasoline,MAZDA,Light,41,ICE_Gas,0
12/31/2023,94114,2021,Gasoline,TOYOTA,Light,19,ICE_Gas,0
12/31/2023,94123,2018,Gasoline,VOLKSWAGEN,Light,33,ICE_Gas,0
12/31/2023,94132,2016,Gasoline,VOLKSWAGEN,Light,17,ICE_Gas,0
12/31/2023,94134,2015,Gasoline,VOLKSWAGEN,Light,11,ICE_Gas,0
12/31/2023,94122,2010,Gasoline,VOLKSWAGEN,Light,24,ICE_Gas,0
12/31/2023,94123,2011,Gasoline,SUBARU,Light,11,ICE_Gas,0
12/31/2023,94105,2017,Gasoline,MERCEDES-BENZ,Light,13,ICE_Gas,0
12/31/2023,94127,2018,Gasoline,MERCEDES-BENZ,Light,31,ICE_Gas,0
12/31/2023,94107,2022,Hybrid Gasoline,HONDA,Light,16,Hybrid,0
12/31/2023,94112,2012,Gasoline,HYUNDAI,Light,29,ICE_Gas,0
12/31/2023,94104,2019,Hybrid Gasoline,OTHER/UNK,Light,2,Hybrid,0
12/31/2023,94121,2019,Hybrid Gasoline,TOYOTA,Light,86,Hybrid,0
12/31/2023,94118,2022,Gasoline,TOYOTA,Light,59,ICE_Gas,0
12/31/2023,94132,2017,Gasoline,BMW,Light,15,ICE_Gas,0
12/31/2023,94115,2021,Plug-in Hybrid,BMW,Light,14,Other,0
12/31/2023,94114,2021,Plug-in Hybrid,BMW,Light,17,Other,0
12/31/2023,94103,2019,Battery Electric,TESLA,Light,32,EV,1
12/31/2023,94109,2021,Hybrid Gasoline,HONDA,Light,12,Hybrid,0
12/31/2023,94112,2011,Gasoline,MAZDA,Light,15,ICE_Gas,0
12/31/2023,94134,2020,Plug-in Hybrid,TOYOTA,Light,13,Other,0
