date,zip_code,model_year,fuel,make,duty,vehicles,fuel_category,is_ev
12/31/2022,94102,2015,Gasoline,LEXUS,Light,14,ICE_Gas,0
12/31/2022,94102,2015,Gasoline,AUDI,Light,12,ICE_Gas,0
12/31/2022,94102,2015,Gasoline,SUBARU,Light,16,ICE_Gas,0
12/31/2022,94102,2015,Hybrid Gasoline,OTHER/UNK,Light,20,Hybrid,0
12/31/2022,94102,2015,Hybrid Gasoline,TOYOTA,Light,50,Hybrid,0
12/31/2022,94102,2015,Diesel and Diesel Hybrid,OTHER/UNK,Light,5,Other,0
12/31/2022,94102,2015,Diesel and Diesel Hybrid,OTHER/UNK,Unk,1,Other,0
12/31/2022,94102,2015,Flex-Fuel,OTHER/UNK,Light,11,Other,0
12/31/2022,94102,2015,Flex-Fuel,OTHER/UNK,Unk,7,Other,0
12/31/2022,94102,2015,Battery Electric,OTHER/UNK,Light,1,EV,1
12/31/2022,94102,2015,Plug-in Hybrid,OTHER/UNK,Light,1,Other,0
12/31/2022,94102,2016,Gasoline,OTHER/UNK,Light,92,ICE_Gas,0
12/31/2022,94102,2016,Gasoline,OTHER/UNK,Unk,14,ICE_Gas,0
12/31/2022,94102,2016,Gasoline,FORD,Light,20,ICE_Gas,0
12/31/2022,94102,2016,Gasoline,CHEVROLET,Light,11,ICE_Gas,0
12/31/2022,94102,2016,Gasoline,VOLKSWAGEN,Light,16,ICE_Gas,0
12/31/2022,94102,2016,Gasoline,HONDA,Light,59,ICE_Gas,0
12/31/2022,94102,2016,Gasoline,NISSAN,Light,23,ICE_Gas,0
12/31/2022,94102,2016,Gasoline,TOYOTA,Light,47,ICE_Gas,0
12/31/2022,94102,2016,Gasoline,MAZDA,Light,31,ICE_Gas,0
12/31/2022,94102,2016,Gasoline,BMW,Light,25,ICE_Gas,0
12/31/2022,94102,2016,Gasoline,HYUNDAI,Light,16,ICE_Gas,0
12/31/2022,94102,2016,Gasoline,AUDI,Light,13,ICE_Gas,0
12/31/2022,94102,2016,Gasoline,SUBARU,Light,21,ICE_Gas,0
12/31/2022,94102,2016,Hybrid Gasoline,OTHER/UNK,Light,5,Hybrid,0
12/31/2022,94102,2016,Hybrid Gasoline,TOYOTA,Light,25,Hybrid,0
12/31/2022,94102,2016,Hybrid Gasoline,LEXUS,Light,12,Hybrid,0
12/31/2022,94102,2016,Flex-Fuel,OTHER/UNK,Light,5,Other,0
12/31/2022,94102,2016,Flex-Fuel,OTHER/UNK,Unk,7,Other,0
12/31/2022,94102,2016,Battery Electric,OTHER/UNK,Light,3,EV,1
12/31/2022,94102,2016,Plug-in Hybrid,OTHER/UNK,Light,5,Other,0
12/31/2022,94102,2017,Gasoline,OTHER/UNK,Light,64,ICE_Gas,0
12/31/2022,94102,2017,Gasoline,OTHER/UNK,Unk,20,ICE_Gas,0
12/31/2022,94102,2017,Gasoline,FORD,Light,18,ICE_Gas,0
12/31/2022,94102,2017,Gasoline,CHEVROLET,Light,11,ICE_Gas,0
12/31/2022,94102,2017,Gasoline,MERCEDES-BENZ,Light,17,ICE_Gas,0
12/31/2022,94102,2017,Gasoline,VOLKSWAGEN,Light,21,ICE_Gas,0
12/31/2022,94102,2017,Gasoline,JEEP,Light,12,ICE_Gas,0
12/31/2022,94102,2017,Gasoline,HONDA,Light,72,ICE_Gas,0
12/31/2022,94102,2017,Gasoline,NISSAN,Light,23,ICE_Gas,0
12/31/2022,94102,2017,Gasoline,TOYOTA,Light,61,ICE_Gas,0
12/31/2022,94102,2017,Gasoline,MAZDA,Light,13,ICE_Gas,0
12/31/2022,94102,2017,Gasoline,BMW,Light,21,ICE_Gas,0
12/31/2022,94102,2017,Gasoline,HYUNDAI,Light,18,ICE_Gas,0
12/31/2022,94102,2017,Gasoline,LEXUS,Light,15,ICE_Gas,0
12/31/2022,94102,2017,Gasoline,SUBARU,Light,20,ICE_Gas,0
12/31/2022,94102,2017,Hybrid Gasoline,OTHER/UNK,Light,13,Hybrid,0
12/31/2022,94102,2017,Hybrid Gasoline,TOYOTA,Light,41,Hybrid,0
12/31/2022,94102,2017,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,2,Other,0
12/31/2022,94102,2017,Diesel and Diesel Hybrid,OTHER/UNK,Light,1,Other,0
12/31/2022,94102,2017,Flex-Fuel,OTHER/UNK,Light,8,Other,0
12/31/2022,94102,2017,Flex-Fuel,OTHER/UNK,Unk,4,Other,0
12/31/2022,94102,2017,Battery Electric,OTHER/UNK,Light,17,EV,1
12/31/2022,94102,2017,Plug-in Hybrid,OTHER/UNK,Light,13,Other,0
12/31/2022,94102,2018,Gasoline,OTHER/UNK,Heavy,1,ICE_Gas,0
12/31/2022,94102,2018,Gasoline,OTHER/UNK,Light,43,ICE_Gas,0
12/31/2022,94102,2018,Gasoline,OTHER/UNK,Unk,16,ICE_Gas,0
12/31/2022,94102,2018,Gasoline,FORD,Light,16,ICE_Gas,0
12/31/2022,94102,2018,Gasoline,CHEVROLET,Light,11,ICE_Gas,0
12/31/2022,94102,2018,Gasoline,MERCEDES-BENZ,Light,22,ICE_Gas,0
12/31/2022,94102,2018,Gasoline,VOLKSWAGEN,Light,15,ICE_Gas,0
12/31/2022,94102,2018,Gasoline,JEEP,Light,12,ICE_Gas,0
12/31/2022,94102,2018,Gasoline,HONDA,Light,47,ICE_Gas,0
12/31/2022,94102,2018,Gasoline,NISSAN,Light,17,ICE_Gas,0
12/31/2022,94102,2018,Gasoline,TOYOTA,Light,52,ICE_Gas,0
12/31/2022,94102,2018,Gasoline,MAZDA,Light,21,ICE_Gas,0
12/31/2022,94102,2018,Gasoline,BMW,Light,39,ICE_Gas,0
12/31/2022,94102,2018,Gasoline,HYUNDAI,Light,17,ICE_Gas,0
12/31/2022,94102,2018,Gasoline,LEXUS,Light,13,ICE_Gas,0
12/31/2022,94102,2018,Gasoline,AUDI,Light,30,ICE_Gas,0
12/31/2022,94102,2018,Gasoline,SUBARU,Light,28,ICE_Gas,0
12/31/2022,94102,2018,Hybrid Gasoline,OTHER/UNK,Light,17,Hybrid,0
12/31/2022,94102,2018,Hybrid Gasoline,TOYOTA,Light,29,Hybrid,0
12/31/2022,94102,2018,Unk,OTHER/UNK,Unk,1,Other,0
12/31/2022,94102,2018,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,1,Other,0
12/31/2022,94102,2018,Diesel and Diesel Hybrid,OTHER/UNK,Light,2,Other,0
12/31/2022,94102,2018,Flex-Fuel,OTHER/UNK,Light,8,Other,0
12/31/2022,94102,2018,Flex-Fuel,OTHER/UNK,Unk,1,Other,0
12/31/2022,94102,2018,Battery Electric,TESLA,Light,33,EV,1
12/31/2022,94102,2018,Plug-in Hybrid,OTHER/UNK,Light,19,Other,0
12/31/2022,94102,2018,Plug-in Hybrid,OTHER/UNK,Unk,4,Other,0
12/31/2022,94102,2019,Gasoline,OTHER/UNK,Heavy,2,ICE_Gas,0
12/31/2022,94102,2019,Gasoline,OTHER/UNK,Light,96,ICE_Gas,0
12/31/2022,94102,2019,Gasoline,OTHER/UNK,Unk,21,ICE_Gas,0
12/31/2022,94102,2019,Gasoline,FORD,Unk,11,ICE_Gas,0
12/31/2022,94102,2019,Gasoline,MERCEDES-BENZ,Light,15,ICE_Gas,0
12/31/2022,94102,2019,Gasoline,VOLKSWAGEN,Light,17,ICE_Gas,0
12/31/2022,94102,2019,Gasoline,HONDA,Light,54,ICE_Gas,0
12/31/2022,94102,2019,Gasoline,NISSAN,Light,19,ICE_Gas,0
12/31/2022,94102,2019,Gasoline,TOYOTA,Light,52,ICE_Gas,0
12/31/2022,94102,2019,Gasoline,MAZDA,Light,16,ICE_Gas,0
12/31/2022,94102,2019,Gasoline,BMW,Light,14,ICE_Gas,0
12/31/2022,94102,2019,Gasoline,LEXUS,Light,11,ICE_Gas,0
12/31/2022,94102,2019,Gasoline,AUDI,Light,26,ICE_Gas,0
12/31/2022,94102,2019,Gasoline,SUBARU,Light,30,ICE_Gas,0
12/31/2022,94102,2019,Hybrid Gasoline,OTHER/UNK,Light,12,Hybrid,0
12/31/2022,94102,2019,Hybrid Gasoline,TOYOTA,Light,19,Hybrid,0
12/31/2022,94102,2019,Hybrid Gasoline,LEXUS,Light,13,Hybrid,0
12/31/2022,94102,2019,Diesel and Diesel Hybrid,OTHER/UNK,Light,1,Other,0
12/31/2022,94102,2019,Flex-Fuel,OTHER/UNK,Light,2,Other,0
12/31/2022,94102,2019,Flex-Fuel,OTHER/UNK,Unk,2,Other,0
12/31/2022,94102,2019,Battery Electric,OTHER/UNK,Light,3,EV,1
12/31/2022,94102,2019,Battery Electric,TESLA,Light,19,EV,1
12/31/2022,94102,2019,Plug-in Hybrid,OTHER/UNK,Light,11,Other,0
12/31/2022,94102,2020,Gasoline,OTHER/UNK,Light,72,ICE_Gas,0
12/31/2022,94102,2020,Gasoline,OTHER/UNK,Unk,17,ICE_Gas,0
12/31/2022,94102,2020,Gasoline,MERCEDES-BENZ,Light,25,ICE_Gas,0
12/31/2022,94102,2020,Gasoline,VOLKSWAGEN,Light,17,ICE_Gas,0
12/31/2022,94102,2020,Gasoline,HONDA,Light,48,ICE_Gas,0
12/31/2022,94102,2020,Gasoline,NISSAN,Light,15,ICE_Gas,0
12/31/2022,94102,2020,Gasoline,TOYOTA,Light,39,ICE_Gas,0
12/31/2022,94102,2020,Gasoline,MAZDA,Light,18,ICE_Gas,0
12/31/2022,94102,2020,Gasoline,BMW,Light,22,ICE_Gas,0
12/31/2022,94102,2020,Gasoline,AUDI,Light,15,ICE_Gas,0
12/31/2022,94102,2020,Gasoline,SUBARU,Light,21,ICE_Gas,0
12/31/2022,94102,2020,Hybrid Gasoline,OTHER/UNK,Light,8,Hybrid,0
12/31/2022,94102,2020,Hybrid Gasoline,TOYOTA,Light,37,Hybrid,0
12/31/2022,94102,2020,Hybrid Gasoline,LEXUS,Light,11,Hybrid,0
12/31/2022,94102,2020,Diesel and Diesel Hybrid,OTHER/UNK,Unk,2,Other,0
12/31/2022,94102,2020,Flex-Fuel,OTHER/UNK,Light,1,Other,0
12/31/2022,94102,2020,Flex-Fuel,OTHER/UNK,Unk,1,Other,0
12/31/2022,94102,2020,Battery Electric,OTHER/UNK,Light,10,EV,1
12/31/2022,94102,2020,Battery Electric,TESLA,Light,44,EV,1
12/31/2022,94102,2020,Plug-in Hybrid,OTHER/UNK,Light,11,Other,0
12/31/2022,94102,2021,Gasoline,OTHER/UNK,Heavy,1,ICE_Gas,0
12/31/2022,94102,2021,Gasoline,OTHER/UNK,Light,55,ICE_Gas,0
12/31/2022,94102,2021,Gasoline,OTHER/UNK,Unk,6,ICE_Gas,0
12/31/2022,94102,2021,Gasoline,FORD,Light,18,ICE_Gas,0
12/31/2022,94102,2021,Gasoline,MERCEDES-BENZ,Light,30,ICE_Gas,0
12/31/2022,94102,2021,Gasoline,VOLKSWAGEN,Light,12,ICE_Gas,0
12/31/2022,94102,2021,Gasoline,JEEP,Light,11,ICE_Gas,0
12/31/2022,94102,2021,Gasoline,HONDA,Light,39,ICE_Gas,0
12/31/2022,94102,2021,Gasoline,NISSAN,Light,12,ICE_Gas,0
12/31/2022,94102,2021,Gasoline,TOYOTA,Light,28,ICE_Gas,0
12/31/2022,94102,2021,Gasoline,MAZDA,Light,28,ICE_Gas,0
12/31/2022,94102,2021,Gasoline,BMW,Light,18,ICE_Gas,0
12/31/2022,94102,2021,Gasoline,AUDI,Light,14,ICE_Gas,0
12/31/2022,94102,2021,Gasoline,SUBARU,Light,30,ICE_Gas,0
12/31/2022,94102,2021,Hybrid Gasoline,OTHER/UNK,Light,14,Hybrid,0
12/31/2022,94102,2021,Hybrid Gasoline,OTHER/UNK,Unk,4,Hybrid,0
12/31/2022,94102,2021,Hybrid Gasoline,TOYOTA,Light,69,Hybrid,0
12/31/2022,94102,2021,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,1,Other,0
12/31/2022,94102,2021,Diesel and Diesel Hybrid,OTHER/UNK,Unk,3,Other,0
12/31/2022,94102,2021,Flex-Fuel,OTHER/UNK,Unk,2,Other,0
12/31/2022,94102,2021,Battery Electric,OTHER/UNK,Light,12,EV,1
12/31/2022,94102,2021,Battery Electric,TESLA,Light,73,EV,1
12/31/2022,94102,2021,Plug-in Hybrid,OTHER/UNK,Light,10,Other,0
12/31/2022,94102,2021,Hydrogen Fuel Cell,OTHER/UNK,Light,1,Other,0
12/31/2022,94102,2022,Gasoline,OTHER/UNK,Heavy,1,ICE_Gas,0
12/31/2022,94102,2022,Gasoline,OTHER/UNK,Light,63,ICE_Gas,0
12/31/2022,94102,2022,Gasoline,OTHER/UNK,Unk,2,ICE_Gas,0
12/31/2022,94102,2022,Gasoline,FORD,Light,11,ICE_Gas,0
12/31/2022,94102,2022,Gasoline,MERCEDES-BENZ,Light,18,ICE_Gas,0
12/31/2022,94102,2022,Gasoline,VOLKSWAGEN,Light,13,ICE_Gas,0
12/31/2022,94102,2022,Gasoline,HONDA,Light,58,ICE_Gas,0
12/31/2022,94102,2022,Gasoline,TOYOTA,Light,30,ICE_Gas,0
12/31/2022,94102,2022,Gasoline,MAZDA,Light,12,ICE_Gas,0
12/31/2022,94102,2022,Gasoline,BMW,Light,28,ICE_Gas,0
12/31/2022,94102,2022,Gasoline,AUDI,Light,15,ICE_Gas,0
12/31/2022,94102,2022,Gasoline,SUBARU,Light,13,ICE_Gas,0
12/31/2022,94102,2022,Hybrid Gasoline,OTHER/UNK,Light,8,Hybrid,0
12/31/2022,94102,2022,Hybrid Gasoline,OTHER/UNK,Unk,3,Hybrid,0
12/31/2022,94102,2022,Hybrid Gasoline,HONDA,Light,22,Hybrid,0
12/31/2022,94102,2022,Hybrid Gasoline,TOYOTA,Light,40,Hybrid,0
12/31/2022,94102,2022,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,1,Other,0
12/31/2022,94102,2022,Diesel and Diesel Hybrid,OTHER/UNK,Unk,1,Other,0
12/31/2022,94102,2022,Flex-Fuel,OTHER/UNK,Heavy,1,Other,0
12/31/2022,94102,2022,Flex-Fuel,OTHER/UNK,Light,2,Other,0
12/31/2022,94102,2022,Battery Electric,OTHER/UNK,Light,17,EV,1
12/31/2022,94102,2022,Battery Electric,OTHER/UNK,Unk,2,EV,1
12/31/2022,94102,2022,Battery Electric,TESLA,Light,85,EV,1
12/31/2022,94102,2022,Plug-in Hybrid,OTHER/UNK,Light,15,Other,0
12/31/2022,94102,2022,Hydrogen Fuel Cell,OTHER/UNK,Light,2,Other,0
12/31/2022,94102,2023,Gasoline,OTHER/UNK,Light,51,ICE_Gas,0
12/31/2022,94102,2023,Gasoline,OTHER/UNK,Unk,2,ICE_Gas,0
12/31/2022,94102,2023,Hybrid Gasoline,OTHER/UNK,Light,7,Hybrid,0
12/31/2022,94102,2023,Hybrid Gasoline,OTHER/UNK,Unk,3,Hybrid,0
12/31/2022,94102,2023,Battery Electric,OTHER/UNK,Light,16,EV,1
12/31/2022,94102,2023,Plug-in Hybrid,OTHER/UNK,Light,1,Other,0
12/31/2022,94102,<2009,Gasoline,OTHER/UNK,Heavy,7,ICE_Gas,0
12/31/2022,94102,<2009,Gasoline,OTHER/UNK,Light,103,ICE_Gas,0
12/31/2022,94102,<2009,Gasoline,OTHER/UNK,Unk,19,ICE_Gas,0
12/31/2022,94102,<2009,Gasoline,FORD,Heavy,11,ICE_Gas,0
12/31/2022,94102,<2009,Gasoline,FORD,Light,108,ICE_Gas,0
12/31/2022,94102,<2009,Gasoline,FORD,Unk,24,ICE_Gas,0
12/31/2022,94102,<2009,Gasoline,GMC,Light,14,ICE_Gas,0
12/31/2022,94102,<2009,Gasoline,GMC,Unk,15,ICE_Gas,0
12/31/2022,94102,<2009,Gasoline,CHEVROLET,Light,71,ICE_Gas,0
12/31/2022,94102,<2009,Gasoline,CHEVROLET,Unk,34,ICE_Gas,0
12/31/2022,94102,<2009,Gasoline,INFINITI,Light,16,ICE_Gas,0
12/31/2022,94102,<2009,Gasoline,MERCEDES-BENZ,Light,72,ICE_Gas,0
12/31/2022,94102,<2009,Gasoline,VOLKSWAGEN,Light,42,ICE_Gas,0
12/31/2022,94102,<2009,Gasoline,DODGE,Light,20,ICE_Gas,0
12/31/2022,94102,<2009,Gasoline,DODGE,Unk,17,ICE_Gas,0
12/31/2022,94102,<2009,Gasoline,JEEP,Light,20,ICE_Gas,0
12/31/2022,94102,<2009,Gasoline,ACURA,Light,47,ICE_Gas,0
12/31/2022,94102,<2009,Gasoline,HONDA,Light,214,ICE_Gas,0
12/31/2022,94102,<2009,Gasoline,HONDA,Unk,27,ICE_Gas,0
12/31/2022,94102,<2009,Gasoline,CHRYSLER,Light,15,ICE_Gas,0
12/31/2022,94102,<2009,Gasoline,CADILLAC,Light,12,ICE_Gas,0
12/31/2022,94102,<2009,Gasoline,NISSAN,Light,55,ICE_Gas,0
12/31/2022,94102,<2009,Gasoline,TOYOTA,Light,341,ICE_Gas,0
12/31/2022,94102,<2009,Gasoline,TOYOTA,Unk,38,ICE_Gas,0
12/31/2022,94102,<2009,Gasoline,MAZDA,Light,17,ICE_Gas,0
12/31/2022,94102,<2009,Gasoline,BMW,Light,80,ICE_Gas,0
12/31/2022,94102,<2009,Gasoline,HYUNDAI,Light,18,ICE_Gas,0
12/31/2022,94102,<2009,Gasoline,LEXUS,Light,76,ICE_Gas,0
12/31/2022,94102,<2009,Gasoline,SCION,Light,22,ICE_Gas,0
12/31/2022,94102,<2009,Gasoline,AUDI,Light,11,ICE_Gas,0
12/31/2022,94102,<2009,Gasoline,SUBARU,Light,20,ICE_Gas,0
